,Minus1_LFQ,Minus2_LFQ,Minus3_LFQ,Plus1_LFQ,Plus2_LFQ,Plus3_LFQ,Minus1,Minus2,Minus3,Plus1,Plus2,Plus3
sp|Q969J3|BORC5_HUMAN,567551.9287188377,914975.9393211759,766700.5017713255,757845.906798737,595766.6720337566,752471.9765482097,373491.83821586403,2091308.8465066815,504547.14136079384,498720.7233966176,392060.0789012278,495184.29681085784
sp|Q16851|UGPA_HUMAN,42249705.836027116,36967541.263592996,35319356.109830424,38091658.22185945,41245602.38749283,41628759.461672835,45950349.18642108,47540865.57604315,46801789.578929454,38409243.02204816,38679675.35172653,18120700.565307304
sp|P55795|HNRH2_HUMAN,15939621.657183802,15558676.920800509,16960815.229942676,16223299.575835776,18822327.79067979,18822327.79067979,8217237.982045652,21369497.6562202,15845101.30139752,14224279.971966498,20778866.293919276,21892085.75957319
sp|O75694|NU155_HUMAN,14020469.40873005,15676216.841561466,16146625.816750798,14235829.406048384,16269257.784048906,15011342.69854869,16011006.060955735,16049211.759625074,11777841.291812913,14820481.909621054,17898132.805363648,14803068.128309883
sp|Q8TF42|UBS3B_HUMAN,2832474.6119156503,3053932.852317839,3008714.040643279,2803599.9119561617,3349856.0108315665,,1115101.9683558291,3531843.00527279,2933857.8470137874,3677689.345417614,3064082.021653481,726003.2399509985
sp|Q99439|CNN2_HUMAN,9322874.712803205,10213462.015471403,9233998.09255475,8864920.457490968,9126627.328591388,11757717.869218979,10498832.502203533,13835034.341486938,5547850.485791601,10176350.379000038,11437433.329312088,7024099.438336492
sp|P28702|RXRB_HUMAN,729102.9182038466,719564.7933461971,,777426.8272588187,673584.1612336201,,614822.130037587,1061278.338742332,,655572.2525724819,568005.9786900814,
sp|Q7Z3T8|ZFY16_HUMAN,2705800.5398211544,2831575.4969614143,,2464160.5646447237,1974735.0474477594,2151357.323008641,2623248.0033527752,4739091.50580009,,1202910.483769564,2512168.6685567647,1050210.3104044995
sp|P00338|LDHA_HUMAN,940039509.556693,1089370570.6937277,801324229.0204622,1082930017.0897658,1077483620.4787548,1167459987.5745711,1292810764.0878882,1349618416.9662354,1389902489.3443093,1006648279.6597626,989078841.822589,130549142.53318936
sp|P36542|ATPG_HUMAN,13813778.51743332,15744729.971207688,17682516.964078784,11198324.397285655,17235868.638858378,18328265.17260985,6045039.164039837,6225595.690454097,7573770.659041681,21244439.49166961,14365016.094439209,38549622.56182924
sp|Q9Y3B9|RRP15_HUMAN,2763531.529383526,3465157.3675191808,2911416.2133487207,3181421.7742535803,2784130.8782547573,2935055.661599522,3086514.6622823183,5661566.105089101,1452034.0036089844,3478181.3163921842,2898593.3452329333,1463823.991753766
sp|Q15417|CNN3_HUMAN,21782639.71148661,25479806.87819618,25552994.722177863,23082865.718150865,24156921.97005344,25318994.86746081,16369359.19708686,29758032.28908406,30900001.81496459,27064391.53179258,20791414.737068392,20491024.297529288
sp|Q6P6B1|ERIC5_HUMAN,1744811.8915456347,1170971.6755091713,,1450059.5023175557,1614338.8198450184,1483993.9924478838,1220386.8488056797,1739241.3977433261,217056.8095925905,2057767.4166170585,1161763.0797697897,1067960.3291368196
sp|P17931|LEG3_HUMAN,19528795.3194863,26015992.850290094,24393648.68994451,22524237.883109216,20519235.70751478,20819617.857599,13208966.590223318,17836369.30519079,12194569.375284215,30343356.77698613,30059620.23937216,30158646.02088728
sp|P26196|DDX6_HUMAN,20578345.39843513,16849497.563984316,20479290.773084637,19617801.94780383,20470960.967125565,17505756.049131587,17408723.38243072,26030752.566201493,24111282.92648542,9362598.709481034,25335314.212441396,13252980.902525015
sp|Q2TAA2|IAH1_HUMAN,7271960.222190985,6103965.066276596,6462891.905346352,7174110.167412353,9567268.423228843,13135985.951796502,10511416.470723052,6104416.56979274,6947952.426000699,7675101.238837253,8986268.421406772,9491026.60949112
sp|Q7Z6K5|ARPIN_HUMAN,5008925.268740836,6417296.779209545,6617020.807885929,5900216.415889113,6433838.453606125,6919748.026246824,4516035.536806326,8465175.83253933,6264353.177123282,8199349.804215715,6833926.36952423,3018205.0313694915
sp|O94808|GFPT2_HUMAN,2233704.32728835,3653960.761170458,2749528.3780558067,1885866.739282852,2407411.813429079,3641634.479980579,2076906.422950931,4454017.070289001,2383157.108718917,4090943.508811052,1391306.375420705,2175776.0130165177
sp|Q9H270|VPS11_HUMAN,377310.75577351794,,,,,,377310.75577351794,,,,,
sp|P62312|LSM6_HUMAN,6738367.355083189,6976456.536753258,9158314.212880109,7146767.7934078295,7798698.557798663,8560703.683377054,8416192.831906814,6061124.665121369,11479899.12318645,6209090.563659747,6775486.129108185,7437514.826317545
sp|P55212|CASP6_HUMAN,2329866.6042466806,,,3279333.839945938,3579262.580359688,3184464.0464810655,1979743.0849375962,,,4645886.117634387,3041384.570999559,2705913.297461833
sp|Q9UHD9|UBQL2_HUMAN,12377821.739063889,6990314.607945844,7150415.176657178,8851110.744302446,6564833.622785495,6523428.579119046,9889416.230376236,10463593.510856204,10576238.400639113,7071694.190388123,5245047.533436975,5211934.604177244
sp|Q7Z5L9|I2BP2_HUMAN,2779775.3723528124,3222352.912117302,2400669.261585632,2077242.7360182744,2666297.1876787357,2895496.7302596406,2793970.317337856,3403131.320408319,2438004.512746287,2002419.1818167544,2596017.222205365,2808291.645497813
sp|Q86WR7|PRSR2_HUMAN,896329.8337205247,1161515.568238821,1526135.4707783414,1559999.1446064739,869128.1373066076,,1783385.2123728741,745985.1939266255,980162.6566967804,1001910.8334728848,1501664.2581816039,
sp|Q96A00|PP14A_HUMAN,2147705.951522871,,,2097147.3347371537,,,1976810.697626399,337767.50471557974,,1930275.083918046,,
sp|P55011|S12A2_HUMAN,6140945.924410753,6030025.359172335,6036118.169222336,5941809.138700358,4657673.573129818,5123649.252813187,6561127.385326147,7038358.164471881,6072921.865416626,6640871.392776832,4337254.627822216,3279687.981635085
sp|P29372|3MG_HUMAN,1938769.6372852179,1543421.518954929,2028447.3655268168,1428474.3455717508,,2028447.3655268168,844320.4708567553,3361738.66154404,911922.4427087991,2953944.7558287997,,895633.9019271373
sp|Q8NCA5|FA98A_HUMAN,2757725.6053019445,3449587.3547520936,4516299.342373314,3572865.2976619108,,3604628.4515651804,2404861.432661288,6385191.533802841,3665357.0592942806,2710798.373217237,,2734897.652678799
sp|Q9NQC3|RTN4_HUMAN,48551799.45752082,47552696.80146495,48582011.712072425,41404735.63903928,39055452.76934958,37002916.08700629,46392594.32120854,55279523.171954915,41419675.046521366,48473181.08326046,40311821.33877785,30272817.504730236
sp|Q5H9R7|PP6R3_HUMAN,9616830.126478545,9989493.48288785,11948965.332808876,9191518.070219876,10206540.645893054,10201870.157819703,9528003.324259682,11603970.310648944,15491661.318563065,11755355.169282174,9004697.627079526,3771530.066274506
sp|Q9HCD5|NCOA5_HUMAN,3259539.9628100055,3347053.7186691836,3098842.3051110804,,2055090.7178216856,2566629.3506618617,4499587.033142733,2250356.1303706113,2083478.6761031272,,3768084.2747348826,1725649.9407224618
sp|Q7Z460|CLAP1_HUMAN,,,,,,,673908.9916934007,259507.03993664458,,,,
sp|P12931|SRC_HUMAN,13621889.30919582,14308874.467071977,15379926.23830362,12535729.341831652,14482648.90525511,12796223.516355865,10580013.836349398,20273571.52455091,6832252.008306002,13057452.177185103,14998747.89565407,17383254.33596856
sp|Q9UHQ9|NB5R1_HUMAN,2105998.1184417885,3129795.6687414977,2983161.275605774,2578409.353393056,2875195.1637851377,2787608.637270372,2927179.6982414033,2412609.8734017103,2299582.930957442,3106051.3415077766,2216357.1369448183,3498387.236184476
sp|P00387|NB5R3_HUMAN,11680515.33222545,11941437.420215169,11886033.446318338,11663642.395570412,10606587.398259558,10389018.536342671,13733526.696539555,16204666.128213001,11532504.951851027,6278701.863766874,10316171.993802493,10101662.894758638
sp|P84157|MXRA7_HUMAN,3983810.076489979,3968886.5212712237,4365377.174205808,3281273.368232487,3016658.1358506586,3681019.5862764255,4101607.9955563117,4113292.9934783173,5518674.653919932,1758878.988394092,3057728.7525250865,3746841.478452839
sp|P54886|P5CS_HUMAN,22652758.674432904,27621523.787200905,28207428.116458323,32523028.000212308,30111705.599494826,31899422.306523595,18328580.491957694,33618672.6788987,15389681.77215559,38708704.2192407,30463485.540615838,36506741.781454325
sp|Q8IXQ4|GPAM1_HUMAN,1025262.9336329947,811671.4991126412,763682.5952070142,,648940.2377780622,879549.826174934,949905.0969323062,752013.8387485187,707552.0822359291,,601242.4903390717,1118393.5836498204
sp|Q7Z434|MAVS_HUMAN,11731521.473448824,11931801.291853117,15406059.484651783,14131491.471426332,13291567.001982236,12870950.424143959,3295512.660673441,14109278.81069192,22840489.703454662,11313094.389600597,15187288.395895213,12617727.18719042
sp|Q96PZ0|PUS7_HUMAN,3342197.459435904,3584628.4601294682,5791831.551707842,5173474.375252464,4863883.589867342,3723958.569531037,3303709.660047358,3501633.7494307836,5699381.107586332,4103057.580174147,6025072.567376311,3847119.3413091293
sp|Q9NY12|GAR1_HUMAN,19791964.257206917,17225894.058277808,17273033.46060246,24262751.795829024,17690233.322021674,17109444.725582298,23077329.99734383,17856792.024005637,17380818.42875597,26858533.145099066,13140104.876371313,15039743.147944357
sp|Q5W0V3|FHI2A_HUMAN,2375799.4298246554,2137641.82545516,2101354.5001514484,2272473.6160802287,1976025.4406223088,2192188.898857435,2661328.9629825205,2341483.638529923,2351948.3806673787,2467203.0958145005,2141381.05813512,1092138.5748617954
sp|O15460|P4HA2_HUMAN,11172971.587475775,12501550.155031132,12082614.21699589,11405711.472155407,11690402.002300177,12289148.585734425,11117617.320520986,8735879.157790337,12532851.736472823,13570915.197240466,13007804.152412385,12177330.45525581
sp|P46781|RS9_HUMAN,139498442.49289235,132873969.19149937,157224225.13595992,139977616.28260654,,,120821421.66841501,94484929.0262342,233845608.28318572,120422294.12512325,,
sp|Q96AE4|FUBP1_HUMAN,92574609.90540823,98246116.34077455,94377877.05290234,86823030.43690579,91560797.58132885,92395827.8595856,94415267.49541226,106740147.66359323,111392665.05646318,82215590.69837677,67582780.20926835,93631808.05379164
sp|P17568|NDUB7_HUMAN,6823470.778706334,5520106.493157821,5426368.25236655,6361296.753760372,,6730510.85031654,6823463.290316339,5520111.307775265,5426362.297220988,6361298.831078312,,6730517.401916715
sp|Q14108|SCRB2_HUMAN,10473605.431118088,9775982.118684534,8993508.008695493,11824025.613811305,10720677.740854524,10460146.376353214,12387943.711653505,11379098.701313978,4784335.2605436025,17734646.718723442,4462550.162730929,11499370.734551698
sp|Q9BY44|EIF2A_HUMAN,12938977.912550524,13632291.47391149,12418935.89179669,12109594.3846251,12723973.734909823,11654770.326132497,8135067.6315455,17421778.88106634,12759192.740361514,16354796.51425964,11781805.075879684,9025902.880813437
sp|P11233|RALA_HUMAN,4071917.1873252923,,4371527.073221106,,,4511183.856249376,4071916.909449249,,4371527.658949659,,,4511183.548396868
sp|Q9NZD2|GLTP_HUMAN,1800202.1466393953,1945514.181650726,1841239.6212798178,1397479.5471272464,1481178.0086250259,1462496.3355833604,790166.6752277629,855230.7937527226,808178.190814994,2349938.8386564683,2610589.517819709,2514005.8246339145
sp|Q96L92|SNX27_HUMAN,3144822.5004045144,3567011.3289106376,3706219.578493718,3713429.049143475,3376017.0665545687,3785609.9631459964,3452726.1488626157,1632756.3700019955,5668219.798658691,5270791.32944914,1545330.9883979172,3723284.8512825533
sp|O95239|KIF4A_HUMAN,2598717.9137433637,2431553.3177430276,1933343.032630168,2198017.306775312,2276676.228376093,2256112.951822922,3137494.4705371973,3086875.776550301,300188.8129674774,3121983.426249087,3163769.6242628302,884108.6405239926
sp|Q9NVI1|FANCI_HUMAN,1798687.09864643,2045900.6619093302,,1781781.7959974282,,1776569.4828197258,2742241.1162867644,1527741.2566570754,,1330513.1753088315,475822.386188605,1326621.1049316374
sp|Q9NRG9|AAAS_HUMAN,2239305.5917654294,,2360051.0409270916,1657163.604451731,1343568.695740527,1598517.6696232622,3795086.0878557693,,658299.4823668726,1599722.6704469712,1266814.894683479,1878683.4671549485
sp|Q5EBL4|RIPL1_HUMAN,741553.4655769429,,894191.0845560497,,880912.7301383752,,506004.3045029888,,610157.6741759692,,601097.7409744551,799397.5606179548
sp|P78417|GSTO1_HUMAN,33029754.515545383,38355578.058167376,37864738.86196037,39406617.81854677,39886752.55326163,33710120.90321517,13704872.26030496,39604643.38466841,59544161.19450707,44835985.50772033,39294227.07034932,25269673.293146625
sp|P19174|PLCG1_HUMAN,1462963.1647679806,1880123.1001792888,,1485439.8050161253,2292177.2487933137,,1640485.575842758,1753870.83738918,,889401.5715393997,2148534.8062516414,688410.5277337296
sp|Q9H694|BICC1_HUMAN,5647022.648431367,4630940.452310615,4191111.047858228,3905237.8540796596,4297060.328517977,5705737.222957615,5407094.209533281,8364950.581013372,612547.4121303458,1169931.4559011904,3651490.7429961218,9171095.152581155
sp|P35613|BASI_HUMAN,3900880.435312636,,4868941.834217899,,4624421.85955638,5165440.421632025,3900878.8540586294,,4868943.588595625,,4624423.780286474,5165438.327778215
sp|P62070|RRAS2_HUMAN,3924592.8508288385,3448343.295765868,3875666.8367538406,3985844.7848818633,4131065.6610939195,4470003.703488855,4321619.923792268,2047900.9154265265,6499527.428193836,2367111.83023642,5944722.435195894,2654634.5999682415
sp|Q9H6U8|ALG9_HUMAN,1489674.7593141648,1492264.2567028948,1584847.4802316017,1683423.380272391,2121006.809769901,,1489673.516391796,1492264.7846138997,1584847.190786389,1683425.4262051508,2121005.7682937174,
sp|Q9H910|JUPI2_HUMAN,30061957.89171061,30539786.944309384,34252580.55930652,25980387.07066474,26656829.413432606,27499847.00639154,26611540.089990404,10392585.22047245,37055902.305796735,47604494.82094616,23600184.284291346,29726682.164318297
sp|O75131|CPNE3_HUMAN,38350114.660931155,40180030.26772712,35598642.063750185,33672322.817317195,37006493.789694555,37355473.864059135,49787703.59354403,51979036.15931025,47210285.72613544,25966082.880495373,27488393.359564573,19731575.744429678
sp|Q02218|ODO1_HUMAN,22567254.570997793,19057001.57576493,20915116.933623333,26112953.816591397,23135977.704066243,21968237.577097762,21991211.429018203,26891615.883541822,17730060.59710233,10669953.970825588,32974003.622007374,23499696.675646156
sp|Q86VN1|VPS36_HUMAN,2921220.8455623966,2478760.625682341,,,,,892045.0050955454,2941114.2306314725,,,1566822.2355177198,
sp|Q8WXF1|PSPC1_HUMAN,12994947.786436222,14550972.8331311,11087343.241058508,16385325.143203741,11137471.108044967,12064629.026074411,17566315.750234008,6695502.542466409,12633382.957903111,11386303.203726431,12930703.947020203,17008480.736598782
sp|Q9UBX3|DIC_HUMAN,10314155.902304545,9288294.899493225,8671220.601701451,11261320.567669446,11797876.529481776,11047684.827727199,9295975.281693157,11169539.478504863,8336419.557551228,11809136.770300556,12712368.728711674,9057113.51161618
sp|P50750|CDK9_HUMAN,4516257.19635506,4537681.2673891,4744553.364992389,3980117.222915986,4995854.867297294,3913710.480866362,4638833.045813907,4434215.952354441,4887498.38014776,3834230.9576810775,5093331.453046803,3800064.610772204
sp|Q96EA4|SPDLY_HUMAN,3506705.744565582,2740233.985202793,2555652.570939572,2821045.878814597,3546117.0423103343,2479007.2804509867,1502238.7571412837,10168108.893026672,1528431.3379115704,1208508.546241794,1519120.056847992,1722354.9111145497
sp|P33992|MCM5_HUMAN,27867333.0287902,26743289.760781992,29582352.903902505,29563279.604530256,25453853.039503787,27356136.730804097,34795745.02542679,32767264.107518177,35637711.444954,23367012.076949175,12345134.6263647,27653377.787099943
sp|Q9NP84|TNR12_HUMAN,1888171.809738361,2881134.4484972716,2386572.975340353,,,2851617.249446809,1888170.7694035792,2881132.8610652583,2386573.86844789,,,2851618.984106066
sp|O00767|SCD_HUMAN,6039746.323154975,6252732.905066299,7032463.656763911,5050902.2689310415,7295531.962736366,6222862.110394033,6039745.401334991,6252742.61968483,7032461.801306406,5050894.321131112,7295527.215459412,6222867.86812987
sp|P47712|PA24A_HUMAN,14388794.962073967,11414360.19185822,12989886.835717048,13310245.620183168,10384003.759993097,15317515.334510695,12887805.944307294,17868445.174527127,16949308.035286985,10784627.547292275,10305617.981584346,9009002.021338157
sp|P22307|SCP2_HUMAN,16768567.4847225,16481769.739801632,13144752.955590358,13106186.314297665,19116644.617059115,16462271.221916942,19296086.61005752,19371198.05633139,14041982.602549616,11420854.921509458,13319330.63931616,17630739.503624074
sp|Q92889|XPF_HUMAN,965403.3825524278,1095783.6488829085,,1076311.7007576313,957975.3506513133,,847283.1074785813,961709.2306949272,,944621.4152819361,840762.4428771009,501097.8865117365
sp|P43307|SSRA_HUMAN,4643653.864179952,5435391.874552245,6417181.930061533,4643653.864179952,5185727.652017291,,1236913.1026829674,4346833.861928054,15270111.733415602,1878302.826728759,3593447.6602355903,
sp|P17252|KPCA_HUMAN,10740962.569425333,13759230.855666362,12537778.294514066,9767665.775103373,13739329.32532357,11761764.689345835,13084138.50108163,19245494.391240753,11033753.560790963,6013777.910944231,19146145.800593182,3783421.344727766
sp|P42574|CASP3_HUMAN,3029414.220152932,2750423.3080190136,3118789.6673920206,,,2651559.8412689236,3336056.357250599,2315135.1363947825,3667078.335408316,,,2231917.2077791956
sp|Q9NPE2|NGRN_HUMAN,340249.8791860054,,383690.18749454885,407445.5125322096,387342.7099480906,395928.8769577562,340249.4416915749,,383690.4995017765,407444.9886374094,387343.03574205533,395929.2005457945
sp|Q9BTE6|AASD1_HUMAN,1972228.5643894402,2144568.305060979,2013543.3860262432,2064798.6133978697,1837116.6614920283,1551894.6130893352,2063958.6529678549,2263697.206125856,2131358.561954638,2197507.029305177,1307460.9522755006,1620167.740826869
sp|P19525|E2AK2_HUMAN,14964275.96301162,17489992.349987973,15943680.908307983,13487259.768951679,13887492.266915036,14166164.457480997,13517303.410934879,16434848.63295301,24506593.02157563,11962340.45560417,8749866.479270486,14767913.714317119
sp|Q9H583|HEAT1_HUMAN,13467320.548694147,11949904.382753436,11204081.85184985,10283201.327335639,10666892.719589736,10253468.676677918,7667169.026662994,16545149.932348192,14856989.733848637,14204609.8676166,4546335.543916883,10004615.402507417
sp|P0DPB6|RPAC2_HUMAN,3145303.0316952006,2849771.521246436,2927783.386822595,3149467.373824915,2623879.703330046,2223289.949837717,3759757.8390064044,3318691.8454897413,700663.902677868,3064128.410130842,3398536.243510608,2677716.7259414475
sp|Q9UDY8|MALT1_HUMAN,4794526.824706488,4967049.03283619,5447295.3243587,4186678.498678394,4494618.538714483,3883200.8986521848,5179222.412467878,5202303.400509882,5996743.07689992,4461763.8672105195,4717747.492875732,2215588.8679825068
sp|Q9Y679|AUP1_HUMAN,10246393.94500966,8251885.181293145,8357373.066531736,8092356.432309253,7178361.506053773,6264342.684516568,10076856.257235138,8560732.295688083,8327170.449300417,8794677.67336926,6726973.763409813,5904302.376711416
sp|L0R819|ASURF_HUMAN,4806557.513004556,6184061.095443036,6261187.280601839,5272310.228016673,5267378.561470628,4875214.292452782,3227608.6635390073,8605172.619610513,5135169.554140974,6192767.604173347,6139986.800822375,3366003.7287032977
sp|Q9Y2X7|GIT1_HUMAN,2039627.6483111442,2481256.024161449,3254988.499558601,2428610.1575318226,2000634.6136710965,2158561.6124278726,3256346.775253901,1633729.1376247103,1327352.0901872625,3413530.3927304586,2505888.7225190983,2226831.4373465553
sp|P37108|SRP14_HUMAN,8653040.777101647,9120849.369377857,,7395799.854551046,8342232.779640447,7460561.231060725,15451090.53023918,1669925.8562197126,,6676542.061702743,8941212.716492428,8233712.847077663
sp|P07311|ACYP1_HUMAN,2070984.8441268038,1741717.7418074613,2000980.6485457036,1678382.3718431513,1657599.2062058488,1397515.922785026,2070983.0593243237,1741718.7303047439,2000981.3316174683,1678383.189526011,1657600.0127030562,1397514.4118383902
sp|P14621|ACYP2_HUMAN,511487.76125665195,499782.74516013556,536420.1823226928,521870.4005062745,473564.6604717988,,511488.0059332627,499783.00801489,536419.8474802745,521870.5234242814,473564.3648648448,
sp|Q12905|ILF2_HUMAN,32750260.230592865,34604983.995830685,34732996.65458748,31784740.4226651,33126529.180302132,31356861.557206213,34073335.31812789,41968594.9279765,38057469.98563422,33085110.196875744,21991613.342093978,29180248.27047615
sp|Q96M27|PRRC1_HUMAN,5327673.96935915,4695961.879795923,4686382.296365679,6944958.807679594,5965059.063157834,5808587.981382667,7158787.326888313,4623862.22483571,5117791.795916914,9527689.807525173,3670749.3537217886,3329743.48885295
sp|P13674|P4HA1_HUMAN,8176850.258906136,9323203.919768715,12904260.144366251,8365445.713014816,8805850.644169679,10287739.299795182,10186294.649163613,13180693.71908741,2218279.5774844396,9306913.984339353,8282661.058171514,14688506.991774436
sp|Q99459|CDC5L_HUMAN,4807524.105704396,5158256.226476524,5620088.818626869,3638954.9685672666,5083909.15519141,5037558.726794419,7140223.163274969,5732347.095437723,7566464.078960655,1594376.977453048,1545113.0878343722,5767767.598400117
sp|P62306|RUXF_HUMAN,21539102.15933666,19831955.556028873,20935614.36516625,12168384.099657135,18174525.584765483,24134921.346280903,28290517.42899559,20247019.76967558,28718681.585414276,12710413.81172592,17244514.594839368,9573355.920584578
sp|P28070|PSB4_HUMAN,47496751.74721298,45761697.89992016,44561366.31587561,52449963.187360086,51173069.072266206,49803555.78855436,39166176.486735135,59543883.81514992,23866207.097991332,68459367.38644898,36076677.204869434,64134092.019994706
sp|P20645|MPRD_HUMAN,14305433.553729268,13424550.874382015,9098358.940012604,,15704906.285696696,14669703.653575439,9676283.881234344,28304978.30317686,3456008.851412602,2633040.0557919294,2124966.6003309404,21007675.615449354
sp|Q15819|UB2V2_HUMAN,64726716.8187331,70912973.11072887,63833725.75485966,57771872.90376142,64063490.45053417,58718661.155961156,62231914.108131476,76299324.76826467,72538645.87220666,47799853.86372051,64433772.15280963,56723929.42944541
sp|Q9C0B5|ZDHC5_HUMAN,557406.3149379964,738188.9746067299,798048.5309038274,602685.438455148,775444.6096005231,809409.720772911,557405.7119797968,738189.245145903,798048.8701185312,602685.756540391,775444.9781563893,809409.0273361255
sp|P56192|SYMC_HUMAN,21247198.009262364,25506699.774335213,23598179.191325825,21854349.543732002,19856374.42593724,21645127.71692067,10809408.220981866,28671254.589736458,35226501.30680483,28947888.439552546,9469397.105294557,20583478.999143053
sp|P31040|SDHA_HUMAN,9275303.87884181,8297556.048311046,8316099.476531892,9625880.84799981,13255728.52351615,8852618.659859685,9840765.400463937,9369901.59732762,9170144.618238505,10821730.656505197,9826758.929943876,8593886.232581256
sp|Q8NBU5|ATAD1_HUMAN,2105268.65865683,1560225.2830681386,1662407.6602615335,1389716.249319182,1709700.5731052882,1594400.851677932,1369901.7696217916,1313153.125393952,2492865.812242586,2064923.1079014363,1438958.4497964466,1341917.0111326908
sp|Q5VT66|MARC1_HUMAN,873067.6874486739,667509.5245162089,812911.9018571844,719163.9730517779,,652021.126581218,754563.1804011518,576906.8209798128,702573.321723193,1127110.929144159,,563519.9612067463
sp|Q9P0M6|H2AW_HUMAN,3255364.8334316206,3368768.6861502603,5931401.28073255,4081442.3910212023,3037449.357864113,3126531.864251075,4009346.9357406097,7117302.457865374,6660049.046226926,1628247.5913286346,1211758.8388535846,2174253.543435691
sp|P09972|ALDOC_HUMAN,9048672.599754417,4670003.930057329,12767143.632207723,,,10040183.55762721,9048646.709746538,4669943.253559455,12767262.98310365,,,10040150.773237037
sp|Q9UKD2|MRT4_HUMAN,15459615.220225437,12416729.11126638,9909039.974913036,11876650.662011681,12168164.394961407,11657362.185163269,14711855.602697555,7202726.669821594,12799885.093499264,2278276.720937579,21595859.494236562,14898957.967348654
sp|Q8IVD9|NUDC3_HUMAN,1353654.5234832324,1303158.3493022528,,,1031280.7981883147,,1771619.000496896,1069837.7900843744,,,846636.8803925291,
sp|P26885|FKBP2_HUMAN,27108638.411588028,19048475.527535256,25890790.506860234,27420275.022652827,25845963.296414815,25395861.944616094,26597676.352395914,16348100.577477371,28254010.358535804,27716616.573572498,28293593.298262596,23500007.54942305
sp|P62942|FKB1A_HUMAN,35388525.27226879,34470341.585020185,33597348.53225504,30056629.558877498,27277705.83860673,28152488.439237997,34776043.86242208,33830051.06105959,34196945.67998927,29682527.54919903,27616530.923675608,28840940.149920605
sp|O95994|AGR2_HUMAN,20625826.962064564,19185037.849653725,20379834.035849445,37646829.78574188,19621174.50080133,19673823.577850267,34340838.53334213,27381030.387375917,19211383.347327955,30321845.95276783,12288870.71761365,13588557.773533719
sp|Q92882|OSTF1_HUMAN,2785634.32348435,1928127.9053330005,2500530.5385420946,2779513.268873778,2370449.69800942,2177970.6115721436,2095436.6817883714,1830868.89887371,3384727.404062401,2839766.0917050294,2539496.6740858112,1851930.5952994637
sp|Q9BYG3|MK67I_HUMAN,10663930.236968216,7436760.190712958,8392152.004955273,8581131.848884262,9692541.300040936,8491009.961281234,8713369.253618922,11507631.082855308,13170463.824926384,4886701.213451123,4486332.491928751,10493027.676062396
sp|Q9UKM9|RALY_HUMAN,17301745.934772566,20270268.775140543,22373627.930767365,19353917.726822495,19016223.451610193,17739040.030224103,7936051.857691234,23265041.619528804,29784915.318717495,27059734.730227172,18162941.338077895,9846138.985094646
sp|Q9H788|SH24A_HUMAN,1253049.803322814,1281774.4184187865,1247251.5062455058,1438142.91281698,955122.6369754521,1239212.6044202049,1253050.8522669792,1281774.6307535549,1247252.3087865761,1438141.3778793495,955121.6175679481,1239213.0949453358
sp|Q15287|RNPS1_HUMAN,20895056.97251027,22424010.307534818,20445191.863183603,18768579.135302182,19160088.542199627,20147763.65201445,12908306.080294518,26649143.23619247,23944821.09491232,23222809.304976255,22668958.687702604,12446652.068666784
sp|P62995|TRA2B_HUMAN,4674529.704994531,4683998.419550707,5002083.624270395,7359364.998031659,9709282.388065606,6660729.156855981,9522843.217874823,12247551.126665285,2840235.582735959,4178723.554122199,5518603.599378921,3782031.2109916927
sp|Q15434|RBMS2_HUMAN,1931027.8974823647,1501235.339663777,1059531.0489834785,,,,1931030.8115920003,1501235.8967166506,1059527.5778209688,,,
sp|Q9H7D7|WDR26_HUMAN,1516483.8030073738,1506351.066839829,,1255527.936624746,1318750.7958455633,1278645.1293425402,2221492.164593575,566562.1025964576,,996472.8239311466,1588415.7067695726,1502815.9337693006
"sp|P68133|ACTS_HUMAN,sp|P68032|ACTC_HUMAN,sp|P62736|ACTA_HUMAN",3390479.869103633,4967986.156908709,4546656.178153335,3967461.7262051245,3543390.2741003307,4483162.495212497,4989895.136446853,4038685.5997125516,5677331.168422826,4973590.986500556,1564449.7625232718,3655184.0460775713
sp|Q13573|SNW1_HUMAN,16743080.26870859,17580792.493203316,18033224.43237801,14881750.116414813,15363236.802236868,18700285.277149826,18871793.68596261,13973727.02660212,22126032.904274955,13742443.93817712,15863960.141340168,16724411.693734441
sp|Q07020|RL18_HUMAN,171406905.0053088,189834115.93852922,171143203.7276438,163280293.81408584,144046991.6881301,165172230.59604794,186579184.2193073,177470558.7048159,178502921.8935015,161737112.33952314,143354647.20756522,157239316.40503263
sp|Q13610|PWP1_HUMAN,8127609.293908521,6969076.756632398,7624113.61488573,6642724.9256180925,6242514.2347135665,8685210.795405911,1590382.4879900857,9167498.6204414,13013810.611507678,17082704.558827367,2157952.4884084887,1278900.8539891895
sp|Q16719|KYNU_HUMAN,151368421.75529328,140180510.24232906,141848427.35865933,141997497.54904157,155536759.80706263,158695441.55137283,66445314.00304427,187676472.85357696,154331768.6247461,122135288.9304374,175531525.00874114,183506688.84321296
sp|O00151|PDLI1_HUMAN,65614083.86163911,70130026.10228273,77455646.71370806,69039432.51854564,64528011.31790059,67166813.00994074,38921753.30119611,64266798.69518259,69330967.24180263,63652930.404291764,93620017.29924348,84141546.58230028
