,Minus1_LFQ,Minus2_LFQ,Minus3_LFQ,Plus1_LFQ,Plus2_LFQ,Plus3_LFQ,Minus1,Minus2,Minus3,Plus1,Plus2,Plus3
sp|Q92917|GPKOW_HUMAN,4587623.41877276,4103191.817161761,3803280.984076007,4948828.086020229,4004883.329047547,5178809.256647589,5594717.300077785,3450587.957056886,3128204.1378869535,6073794.242842412,4091594.6967067146,4287718.55715514
sp|P49590|SYHM_HUMAN,5450222.066756009,6634330.110173446,5667854.441989497,5270658.16558067,5624211.6196911475,5265510.552417891,3325105.7040840625,5241621.226523213,5491555.725352548,13955141.672401747,2369917.550969086,3529445.0772780003
sp|Q9Y2D4|EXC6B_HUMAN,1167513.9181600916,1868037.5950184765,2322098.4394718492,1000957.097397189,,1366420.036140656,2288882.0950197037,2065527.7999619753,1331623.9340235076,600631.1312414297,654776.2585892224,783585.8673524244
sp|Q15397|PUM3_HUMAN,2351568.0054382877,2676469.1430888097,3057269.066146884,2854090.4961017505,2889398.525465764,2785828.8936633673,1126705.5086018813,4723323.345948691,3434776.103095282,2942753.9052167768,3052289.9911263827,1334775.2759158493
"sp|Q7L9L4|MOB1B_HUMAN,sp|Q9H8S9|MOB1A_HUMAN",4061403.4884640938,3619557.1598918675,4338672.13658078,3901317.457017886,3351913.1054047616,3886707.0375634274,1323451.7549573192,688085.9436210862,10653177.692261375,1539824.9484948325,1746087.9850019095,7208942.060586289
sp|P50851|LRBA_HUMAN,4481602.608403069,5284215.905965561,4272704.700909879,4123015.493366007,5187793.940744583,4591199.014467828,1957193.2910170848,7660804.1905151075,4436146.298324682,5525531.78161245,6498550.589980472,1862305.5124071322
sp|Q9UBB4|ATX10_HUMAN,8837793.355620915,9226796.70985217,9561839.609775264,7651037.594406426,8135381.87383178,9005362.414833367,9944449.752398307,14090162.715766804,9505707.923809532,6278095.558055503,6479301.98399895,6120493.624290831
sp|Q15599|NHRF2_HUMAN,9217020.751690144,7269737.5421349015,8079011.902529649,7350875.840997737,7375211.6076392485,7029662.316169343,12372286.724980628,5742970.354673667,11720858.721433671,9318884.6003107,1203268.3583091912,5963251.201453167
sp|P42167|LAP2B_HUMAN,8734162.166467924,13461271.109300729,8946661.09149499,10046252.352411395,10115497.366062764,9475693.87634609,8674409.086493472,14082779.612033378,8376191.113756144,9762890.783906933,10310538.68650849,9572728.679385478
sp|Q9UPT5|EXOC7_HUMAN,5568196.554959137,4725748.917318771,4676095.151458541,6014014.192885588,7550350.697941304,,2582468.120714284,6939392.13281937,7372364.5324268155,6026344.644931329,5613836.083671544,
sp|O43504|LTOR5_HUMAN,416531.2656409368,,445555.8823557266,441710.2068486396,410481.4270896523,,416531.4023998174,,445555.7371895841,441710.34899446863,410481.29335108504,
sp|Q96EL3|RM53_HUMAN,5877886.965875955,6216263.885042649,6396331.279055382,4903408.524728134,5913744.491124963,5138893.633662939,6541364.565882591,7253529.770266299,4743874.970743972,3636654.063808484,6585546.9610471055,5685558.447741572
sp|P08579|RU2B_HUMAN,18142351.83785447,17121141.86144105,18179136.826876037,21327909.285368394,25037341.645390935,14787268.509836461,17994906.843518466,17783453.08868964,9103422.732932843,21510914.924967024,27067302.500223387,21135149.876435984
sp|P82930|RT34_HUMAN,6420844.621176593,6676950.77277698,9147659.039787242,7532988.709169628,8819977.09041598,9633783.175783684,5419971.445925708,7091996.897534376,7785636.703171712,8185202.395320356,9283584.04020671,10465811.926951243
sp|P51608|MECP2_HUMAN,5290086.686760653,6141289.434390651,5484811.696068559,,6166013.351980473,3910300.9814131293,3186871.0194953033,3431463.1156343315,2832606.1849577315,,3192796.0403472735,14348765.790178822
sp|Q15363|TMED2_HUMAN,15469993.963870656,16641803.936004912,15175964.230189301,16221454.34032502,14207920.931476707,13897945.775694074,14147899.91234969,20057305.009964004,18035801.395808604,16313229.876044609,10489219.049962865,12571627.933430925
sp|Q96I25|SPF45_HUMAN,9202330.17002518,11070881.158484707,9944751.321373716,9619758.490533067,9508533.886847477,8552295.122209253,9782859.58587725,13339615.64228268,10444422.099185085,11066823.065197738,5484436.572985796,7780393.18394485
sp|Q9P0L0|VAPA_HUMAN,34648924.71247404,33970881.646515414,35056134.6770732,28150218.542854264,30609524.45929924,31645509.136324007,36230652.02623746,27420485.339705184,37464813.21621111,24537800.506250173,33463469.772964295,34963972.31317195
sp|P62256|UBE2H_HUMAN,3821178.672320751,3223370.5700281146,3307556.3030014248,5667276.185056258,5678502.394722228,4419975.299157348,4190880.4707380305,3535233.2972973883,3627558.3211000734,7061329.172296154,2304525.458065471,5398332.704789006
sp|P83881|RL36A_HUMAN,7377500.419127535,,8686830.475894727,9618941.187258301,8729317.475381473,7755544.617134449,803677.9859457475,22633268.25855922,7924394.276282269,1047852.9461243873,8914078.627677811,844862.0802070608
sp|P33316|DUT_HUMAN,6972749.129967431,7321669.493736759,8292926.774246081,10600232.614371829,11626509.837499073,10442498.7738696,7873364.69181874,10711556.146919345,12115559.872878607,13495244.324666342,5199886.437073017,5860975.15033473
sp|O00148|DX39A_HUMAN,2685450.594404602,2381041.531330457,2873669.7975019705,3638059.7040746957,2198288.580958674,2520302.1016881145,5111377.360147685,2929101.0799261294,1528252.4289848777,4218680.997289778,1169074.260849963,1340326.1827600813
sp|Q96GX9|MTNB_HUMAN,1076002.6821113322,1171739.7308973155,927873.2322782599,,,1104564.1301673974,677829.3066113698,752807.6074203408,957776.8084617512,,,1891766.0529608428
sp|O60678|ANM3_HUMAN,9404968.11175111,10276580.06307078,7900183.770104738,8013716.259463632,8019907.037626018,8586543.796903744,8679505.03588124,9193644.532573234,5612064.811912194,5413086.96752504,10495878.553803641,12807719.137224676
sp|Q9HCE1|MOV10_HUMAN,2182601.5150815668,1235511.21429014,1602582.4187857925,1259049.13091725,1638761.8886314437,1496516.9390627297,1321798.98678583,1636631.4016723607,2857300.289183517,1551809.1605553464,430915.8918564631,1616567.376715408
sp|P62244|RS15A_HUMAN,34494320.30148062,33267988.650022525,36192768.37002739,40686021.66630564,47894717.485001646,34792458.69854013,42501114.13716104,19017380.826268476,53667320.4009477,48088964.37964816,47210173.56146565,16843321.86588697
sp|P31937|3HIDH_HUMAN,10014081.735974764,14776875.403014852,12099904.798674103,16814603.962811526,12776077.426659117,,4683307.596760448,42300696.060584225,5658793.7887963485,7863722.760785743,5975023.1202075975,
sp|P16278|BGAL_HUMAN,7022345.732442431,5696450.423138802,7249751.30192734,4976031.072295115,5852268.5814060625,6483028.114206867,7720533.002608868,4872433.6172073055,8642031.570969151,4277852.887058028,6173614.508826461,5593409.638746809
sp|P19367|HXK1_HUMAN,14992081.150132952,13633421.749553204,17684731.762253877,13427996.470359305,12805719.557924166,13737861.772743398,9285745.327293534,12842352.041212926,22323096.687541187,17200596.71321429,13770105.759595593,10859915.934109379
sp|P15121|ALDR_HUMAN,146703672.5593197,128237866.74574277,163137944.94257104,194463238.33423048,285522080.35196936,164859865.54615337,165455892.4962995,143085071.903976,300982567.0141211,77690521.82201147,269372315.08594763,126338300.15763125
sp|Q9Y224|RTRAF_HUMAN,29162837.855566822,30259655.978260957,23736067.198059443,36137125.95564273,31603367.881693736,31461605.83601045,29325957.472803164,30555810.26160104,22473978.956503637,35467721.22328911,31998696.927308965,32538495.863728214
sp|P49773|HINT1_HUMAN,33384240.944249842,63044711.10073993,68540736.66575098,131726693.79074605,164400445.8770211,48965549.87716524,45314754.69407964,113729458.6577993,67957585.32421428,153570342.89033255,121720122.6250047,7770114.064242684
sp|Q9UL25|RAB21_HUMAN,3042577.61179026,4344395.803407596,3807006.9284606287,3333647.953909968,4651495.131238337,3750933.74607845,4984303.131423992,3712980.569236053,896213.0844357491,3300836.580313133,9152711.035991943,883012.7734843695
sp|Q9UJ70|NAGK_HUMAN,9059335.518359829,7601268.572376498,12260796.15846162,11934823.685502438,10289644.090780692,9055307.925327312,6624975.6689431425,7131240.084155342,17348494.54873862,11458471.271540834,7507639.520460881,10130354.856969574
sp|Q12768|WASC5_HUMAN,7478824.088702591,7757240.518785007,7510735.130246734,7391351.892236275,7366235.7594094705,7954708.8299201755,9262265.826322688,7523710.384263242,8213878.733906524,9053053.58546687,4344798.716307264,7061388.973033667
sp|Q14669|TRIPC_HUMAN,6562702.999998354,6903589.108075387,5485913.869169501,5834105.9111307,6353033.972260538,6067872.665889344,5866395.947291305,8106765.870850974,3092829.468535401,6523502.127283335,8002389.208058485,5615335.90450433
sp|P55957|BID_HUMAN,14634982.77886601,14309855.192459567,15449083.653830059,14573173.102377392,14838277.64325408,14957532.0057451,14533501.307606675,15139873.580246158,16467553.12141509,14380190.310066441,14123285.363539075,14118500.693658747
sp|Q7L5N7|PCAT2_HUMAN,2063984.5234994472,,2052106.1717393196,1547771.9509106062,1498107.438554598,1478164.499229664,673870.9900303085,,2321985.1769426535,3051155.765693731,2110514.6526385774,482607.998628365
sp|Q6NW34|NEPRO_HUMAN,,,1121488.6146520898,972736.2912762319,1055003.761357903,,708772.0950114226,,519657.32135138864,450730.8669047029,1470068.3840187103,
sp|P29353|SHC1_HUMAN,846467.757742878,972733.1833669737,675771.5377230387,819912.9478770447,,925852.2501271582,435839.3871618472,873111.1806679149,377650.9459644622,1025590.957240774,1051831.0225210015,476714.183281095
sp|Q96K37|S35E1_HUMAN,728810.5527409428,1020610.9566129002,983098.7307493989,905408.6270073348,705317.29707443,833569.0019492288,728810.9202197538,1020610.1268640279,983099.1268761732,905409.0456110775,705316.5277570336,833569.4188061713
sp|Q6UWP7|LCLT1_HUMAN,3260711.6035663453,3540334.4806487747,3489956.4378036982,3334156.7929325756,3775377.0190811455,3347260.6348935436,4149625.9939332395,2994309.6205133833,2956333.3948089727,1983824.59977823,5411284.92382767,3252418.436064589
sp|P39748|FEN1_HUMAN,56430186.14396948,71340189.59631124,63893718.84114396,58767604.89980301,60532984.668656096,66854128.103165,56078835.78021953,68608880.51589149,59804543.943952024,58151382.441468805,50051549.03958692,85123620.53193009
sp|P30566|PUR8_HUMAN,10483929.681249693,9482236.413475402,6708818.637664283,8829211.947495691,9100729.973704344,8518937.438221287,5955414.9293104205,18202106.111908846,6777287.129112217,8164866.620193992,6197504.449484516,7826684.851800701
sp|P42785|PCP_HUMAN,19494856.095005143,,,,,,19494856.095005143,,,,,
sp|Q6XZF7|DNMBP_HUMAN,3052892.5602102173,2886446.9997928753,3115334.7498115404,2605493.652538005,2876319.8808413027,3455604.9970455873,2897031.971240156,3817293.9950197153,4714204.513959368,2621768.4515589867,919437.8405680249,3022356.067893276
"sp|Q7L7L0|H2A3_HUMAN,sp|Q6FI13|H2A2A_HUMAN,sp|Q16777|H2A2C_HUMAN,sp|P20671|H2A1D_HUMAN",10113166.034393229,8784076.430602854,8233676.333547962,7431823.458057565,10060641.866758114,12463433.168542666,19462779.974695824,7035701.325116268,6594850.549485293,5952593.243718603,8058180.8910486065,9982711.307837792
sp|Q6IBS0|TWF2_HUMAN,10535715.870640446,8713942.851579884,9177373.168992225,9125081.432355061,8076208.0354200285,9461305.87668329,7412348.461103741,21582337.827107407,6910778.635648841,5570508.749831771,5115602.791905202,8498050.770073965
sp|P30048|PRDX3_HUMAN,185623126.87371323,111798128.45315118,168947428.62069342,109032601.47330257,104524848.0889447,102964520.0941571,5361552.044610136,173901096.1148141,96987850.77026154,211750153.00884953,89236755.82764532,205653245.8377815
sp|P60228|EIF3E_HUMAN,39932353.78634878,46011769.34363996,52630705.41489447,42537133.36584597,41504058.0976486,49767969.272307284,36134987.15789032,53791734.56457,39677620.45619915,32851791.27388701,47183724.29693719,62744131.53120142
sp|A8MXV4|NUD19_HUMAN,3816748.2276463117,3239373.3211443415,3529297.5450058803,2874703.4715728606,3035377.7639475465,3267072.3823238676,3098003.1220346238,2807898.780310015,4469779.231687972,3484913.29196196,3855278.4908295367,2046699.7948167003
sp|Q9P031|TAP26_HUMAN,518422.9372169434,603658.5200451558,,955616.3501976874,531804.4333780854,,518422.6547724751,603658.865721589,,955615.8295637947,531804.8907800135,
sp|Q9NZ45|CISD1_HUMAN,5550047.6196215,4254234.014615552,4416981.348992963,4081680.6434657974,4847795.5662573045,4207761.19938309,6110934.989966946,3983718.882644297,4129086.245101417,4371616.938433611,5257406.794784039,3505736.5414058976
sp|Q8N5K1|CISD2_HUMAN,7898954.618919231,6077220.194498246,6355739.769439253,4664941.049245927,4172373.629846373,4936670.355263873,2854604.480035659,7601636.157258628,7864889.943745414,1685870.6731906822,6636486.815541758,7462411.547440764
sp|P09001|RM03_HUMAN,385252.8170354247,,,,,,385252.8170354247,,,,,
sp|P10644|KAP0_HUMAN,6221044.734279975,8041099.100047862,7833946.963842025,6907776.157873746,7820190.928323926,7149388.310260642,6409986.250799956,5300056.120415791,13337172.288747897,6154108.936623247,8004947.2586959135,4767175.339345373
sp|O76003|GLRX3_HUMAN,74770075.1687767,81571467.89318956,86900319.88535081,87493883.82751589,73131870.71710752,85362406.59757549,58603975.368864484,86082385.37291291,90942341.67828837,112242160.55852236,74592114.3160592,66767046.794868566
sp|Q99496|RING2_HUMAN,1535506.7659094285,1173810.5597613635,1192406.2578681868,1747123.026598218,1362242.8181829762,,1489470.901921331,1097018.518272947,1156659.3487919862,1134327.6149875429,2133613.044346366,
sp|P07237|PDIA1_HUMAN,432185885.93122697,540362537.5285383,528287391.8351953,487390643.1954172,543355551.7320294,531054396.2079765,421515526.2955886,522392967.9866851,541337210.8120763,455557622.4769356,655585533.5060169,466247545.3530812
sp|Q9UBB9|TFP11_HUMAN,695151.3411825948,856177.1082616658,686673.4732956584,922402.9148963961,,684525.4359844386,937459.892464625,755341.6910258459,605801.2897274902,1229215.077569,,317112.3228337934
sp|P09429|HMGB1_HUMAN,43495070.0153037,50283348.60286606,46083119.804493636,44098131.0955347,43876216.77871925,46484539.15274522,42721358.44822715,50567743.146727316,53427427.00063384,46746655.79654906,41807929.21592382,39049311.84160139
sp|Q9NY27|PP4R2_HUMAN,11532180.222341377,10461549.76309275,9068567.05890088,8915094.085314984,11123883.09835971,11187800.272261057,3324536.3883107593,10086220.519772425,12055055.499161145,13215673.541705325,12594827.987931317,11012760.563389786
sp|P26583|HMGB2_HUMAN,6668905.014085683,6061496.548558034,6616417.31894597,5566475.2475614045,4171160.024710925,5375061.157539635,6375719.374635994,8091544.200703939,8131743.695157327,1439001.534852883,3454367.1957635856,6967139.310287918
sp|P48556|PSMD8_HUMAN,12574502.296231644,12189092.43739583,14205249.743641766,18707014.065010376,,17025157.698096298,9973769.350649334,3844923.8349903277,18822985.98760032,27134659.634648062,,14924677.43248787
sp|Q8ND04|SMG8_HUMAN,1872219.9368670867,3721346.6077004396,1837262.1999481039,2183896.711781811,2032154.8817551378,3452081.4502473488,1510418.384015527,3161929.0390195437,2243136.6779083097,3887643.8066070676,2153293.865248915,2142540.0155005683
sp|Q02878|RL6_HUMAN,293179194.49504536,257213932.57167476,229945282.33351663,252503043.36849645,260760094.9671027,245276127.47345653,192870837.64907408,219036655.28900084,353642470.35293186,353092487.35784525,216392221.3868931,203843003.1735473
sp|P51531|SMCA2_HUMAN,1587238.597729303,1842541.4097227063,2099137.7288743816,1931451.4623684608,1792502.1690827769,2126612.951042341,509746.3116666973,8316664.131984903,674145.2270161011,620292.300496806,575668.1845024456,682968.1631530189
sp|Q9H4Z3|CAPAM_HUMAN,394793.5013520044,593791.5811703496,731075.8413340697,591972.4334446902,1185884.2210679902,595663.0344973217,394792.8564703985,593792.1165717121,731076.3954741627,591972.945577304,1185882.7019033276,595663.5968695208
sp|Q8NEZ5|FBX22_HUMAN,4425468.7461875845,4664426.489496205,4118717.5264980467,7848260.374399771,5206271.207634712,5073311.865435298,5556429.813430514,3503456.602241136,5974991.998625807,4529724.542071147,6774209.129128354,4997644.124154663
sp|Q96BZ8|LENG1_HUMAN,2497876.693028092,,,,2933359.0540470714,,1507786.4272241767,,,1154774.5307348259,2768674.7891161605,
sp|P29401|TKT_HUMAN,763417136.8932307,682104242.8002534,594863363.4739285,713179290.0586318,834144255.4383447,762321690.5568681,765565276.264064,508501849.5525919,707435023.1419722,765311511.4291995,668257418.8597381,934958899.9736909
sp|P30050|RL12_HUMAN,211474288.43572783,278503833.33247364,273618133.57333404,250321430.6923629,231360741.48586527,235616825.91090062,196189906.34415615,205320266.95615974,298551074.3797286,218901780.69112808,349924015.67901015,212008209.38048166
sp|Q5SRE5|NU188_HUMAN,4492692.001645904,4429589.8857610915,4097960.185402683,3940885.608438028,4390704.6710385075,4472639.707792704,5614756.226232131,3422372.6989717367,6838345.873378027,3024163.0695004333,2596263.8335130047,4328570.358483585
sp|P53367|ARFP1_HUMAN,6902685.226253051,7180402.066459933,6116653.519130489,7490964.635002923,7726000.926115747,7565585.502645693,6503073.947725874,6798410.632201418,6157692.115125081,9500743.48988776,7098692.757045371,6923678.933622336
sp|Q8IWW6|RHG12_HUMAN,3535297.6116644214,3645515.3085831096,3345187.0254448513,2872238.5651510917,4086356.893465318,4151280.810767908,1472929.8050114524,1970037.6622915985,4242139.951614534,3419901.6043564472,7330605.004372234,3200262.187430436
